,0,1,2,3,4,5,6,7
62,"Its two A.M. I'm just gettin' in about to check my message, No one has called but my homies and some bill collectors. Cellular brings somebody wants to borrow money I two-way her she don't hit me back something is funny. So I called her mother's house and asked has she seen my baby. Roll my six around lookin' for that missing lady. Got back in turned the TV on and caught the news Then I put my hand on my head cause I'm so confused. And then I turned the TV down Cause I thought I heard a squicky sound, Somethings going on upstairs And I know nobody else lives here ""bump bump bump"" as I get closer to the stairways all I hear Then I hear my babies voice in my ear screamin out Your contagious, touch me baby give me what you got (and I heard an other man said) sexy lady drive me crazy, drive me wild (And I just can't believe this shit) I ran downstairs looked in the closet lookin' for that ooo, Said a prayer cause only God knows what I'm gonna do What I saw was enough to drive a Preacher wild I'm in the hall contemplatin' ""not in my own damn house"". Who would have thought she was creepin' wit another man? The down low happenin' to me all over again And then I turned the TV down Cause I know I heard a squicky sound, Something going on upstairs cause I know no one else lives here ""bump bump bump"" as I get closer to the stairways all I hear, Then I hear my babies voice in my ear screamin' Your contagious, touch me baby give me what you got (and I heard an other man said) sexy lady drive me crazy, drive me wild (And I just can't believe this shit) What the hell is goin' on between the sheets in my home? Baby wait let me explain before you start to point your cain. Girl I'm bout to have a fit ""oh its bout to be some shit!"" How did I get in to this? Should have never came home with this bitch! Low down dirty woman, back to where you come from ""but baby wait"" but wait my ass Hit the streets your ass is grass! Now Mista Biggs before you done ""Wait how you know my name son?"" ""Honey wait I was gonna tell ya"" "" Move this cat looks real familiar"" Hmmm?!?! Now don't I know you from somewhere a long time ago? No no I don't think so. Yea yea, I feel I know you brother very well. No No you mistaken me for somebody else. ""Frank"" ""SHUT UP!"" Can't you see two men are talkin'? ""But"" Thought I told yo ass to get to walkin'! Now I think ya'll better leave this place, Cause I'm about to catch a case. Your contagious, touch me baby give me what you got (and I heard an other man said) sexy lady drive me crazy, drive me wild (And I just can't believe this shit) Your contagious, touch me baby give me what you got Your contagious, touch me baby give me what you got Your contagious, touch me baby give me what you got Your contagious, touch me baby give me what you got",,,,,,,
63,"There's something there (La, la, la, la, la, la, la, la, la, la, la, la, la, la) (La, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la) I was patrolling a Pachinko Nude noodle model parlor in the Nefarious zone Hanging out with insects under ducting The C.I.A was on the phone Well  (La, la, la, la, la, la, la, la, la, la, la, la, la, la) Such is life (La, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la) Latino caribo, mondo bongo The flower looks good in your hair Latino caribo, mondo bongo Nobody said it was fair, oh Latino caribo, mondo bongo The flower looks good in your hair Latino caribo, mondo bongo Nobody said it was fair Latino caribo, mondo bongo The flower looks good in your hair Latino caribo, mondo bongo Nobody said it was fair For the Zapatistas I'll rob my sisters Of all the curtain and lace Down at the bauxite mine You get your own uniform Have lunchtimes off Take a monorail to your home Checkmate, baby God bless us and our home Whereever we roam Now take us home, flaquito Latino caribo, mondo bongo The flower looks good in your hair Latino caribo, mondo bongo Nobody said it was fair Latino caribo, mondo bongo The flower looks good in your hair Latino caribo, mondo bongo Nobody said it was fair Latino caribo, mondo bongo",,,,,,,
64,,,,,,,,
65,,,,,,,,
66,"Enter the dragon, as I start, to braggin' and taggin' And sayin' I'm baggin' all rappers on the bandwagon Feel the fury of a renegade, well men I slayed So send the aid, cause I penetrate Bein' the best up, with lyrics I dress up, so don't even mess up Or try to press up, it's better to fess up Cause if a rapper ever goes too far man I start to screamin' on MC's like Tarzan So witness the glare when I appear None'll compare, so take a seat in the rear Child, you gotta understand, you just the man Sittin' next to the man, sittin' next to the man, sittin' next to the man And no one friar comes higher than the messiah Sparkin' the mic like a live wire til I retire Whatever the comp is I burn em like fire With all the blow, I hit em hard like PI-YAH So take your hand and fold cause this is total control And no one grabs a hold, huh You got somethin' to say, before it's told If you speakin' on me, you better hablo español Cause I ain't tryin' to have none of the penty-ante Mumble jumble kick yak, you better get back Clear the way when you see me comin' through Back up and bow, nuff respect due Uh, I come down and put my weight on it Drop somethin' straight on it, and sound great on it Parties erupt, and stages corrupt I pour like a quart in a cup, word up I G-E-T the J-O-B done Makin' the young boys say, ""Daddy I don't want none"" You puttin' the man to a boy, before I can even destroy I played him like a toy Heavens to Merkatroid! Check my Modus Operandi Those who know my name know I ain't about games I go beyond knockin' em out the box You wanna be a comedian? Aight, where's Redd Foxx? So if I want you, believe I'm gonna get you I wouldn't give a damn if Tony Terry was witchu So when I come in the same place as my enemy They all start runin' like their name was Sheer Energy I won't say what you are but I'll hit you You're found on a woman and a penis goes in you Another clue, your first letters are P-U Act like you know boy, nuff respect due Uh, put in rotation, better than creation, with acceleration My vocabulary is very Clever like a trick hand, sinkin' em like quicksand Makin' the competition feel like they need a kickstand To support what they thought would've brought them Some type of victory, but none of them could get with me You better never act new Huh, nuff respect due",,,,,,,
67,,,,,,,,
68,,,,,,,,
69,,,,,,,,
70,,,,,,,,
71,,,,,,,,
72,,,,,,,,
73,,,,,,,,
74,"Seventeen, high-school queen, Yeah you're pretty cute, I can see. Well you've come a long way since September, But, Sylvie, you oughtta remember, You know he's mine. You know he's mine. You know he's mine. Sylvie, girl, I'm a very patient person, But I'll have to shut you down, If you don't give up your flirting. Leave him alone, ''cause I know he loves me. Leave him alone, ''cause he tells me he loves me. Over and over and over and over again. Over and over and over and over again. Seventeen, high-school queen, Yeah you're pretty cute, I can see. Well you've come a long way since September, But, Sylvie, you oughtta remember, You know he's mine. You know he's mine. You know he's mine. Sylvie, girl, although you're my little sister, Well you're not without your charms, I'm not sure that he'll resist you. Give it all up, for we see you crying. Give it all up, ''cause I know you've been trying. Over and over and over and over again. Over and over and over and over again. Over and over and over and over again. (repeat to fade, with backing vocals of 'Oh, Sylvie girl, oh Sylvie girl.'",,,,,,,
