,0,1
109,,
110,,
111,"Emergency above Put on your hard hats and invisible gloves What's going on? I was on the wagon, I thought I was done You have to watch out When one falls in another can't get out You say that I like what you say I like what you say You say that I like what you say I like what you say They say I have to have somebody They say you have to be someones They say if you're not lonely alone Boy, there is something wrong You say that I like what you say I like what you say You say that I like what you say I like what you say You say baby, I only wanna make you happy Baby, I only wanna make you They say you learn from your mistakes That's not always the case And seeing that I understand How I made 'em again and again They say you have to have somebody They say you have to be someones They say if you're not lonely alone Boy, there is something wrong You say that I like what you say I like what you say You say that I like what you say I like what you say You say baby, I only wanna make you happy Baby, I only wanna make you happy Lately I only wanna make you happy Baby, I only wanna make you",
112,"In the still of the night I held you, held you tight Oh I love, love you so Promise I'll never let you go In the still of the night (in the still of the night) I remember (I remember) that night in May (I remember) When the stars (I remember) were bright up above (I remember) I hope (I remember) and I pray (I remember) To keep (shoo-whop) your pre-(shoo-whop)-cious love So before the light Hold me again With all of your might In the still of the night (in the still of the night) So before the light Hold me again With all of your might In the still of the night (in the still of the night) In the still of the night",
113,,
114,,
115,,
116,,
117,She just walked away. Why didn't she tell me And where do I go tonight This isn't happening to me This can't be happening to me She didn't say a word Just walked away You were the first to say That we were not ok You were the first to lie When we were not alright This was my first love She was the first to go And when she left me for you I was the last to know Why didn't she tell me Where to go tonight She didn't say a word She just walked away You were the first to say That we were not ok You were the first to lie When we were not alright This was my first love She was the first to go And when she left me for you I was the last to know I'll be the first to say That now I'm ok And for the first time I've opened up my eyes This was my worst love You'll be the first to go And when she leaves you for dead You'll be the last to know I'll be the first to say That now I'm ok And for the first time I've opened up my eyes This was my worst love You'll be the first to go And when she leaves you for dead You'll be the last to know,
118,,
119,,
120,,
121,,
122,,
123,,
124,,
125,,
126,"I'm in a constant state of getting cut So why don't I feel anything? This is a violation Maybe I forgot what it was like Before it entered me So this is what they call Another endless night So tired of believing If this is wrong or right I think this cause is lost I wish that I could sleep I feel like some kind of shadow Another slave to the week Imagine if we lived Under the weather We would never be found Never discovered If everything goes wrong If it's one more endless night You know there always tomorrow And tomorrow They'll know there's always tomorrow And this knife, this knife It is my most important appendage So now that your whole world Has gone into flames This night is still never ending Do you think you're still safe? Seems everything went wrong We were discovered But this time there's no tomorrow And tomorrow And this knife, this knife.",
127,"I see your face on the television, almost everyday In magazines and on the big screen Close yet far away I wonder why you choose those others And you never come to call on me When I'm the one who's waiting for you I really need you-please pick me! Spaceman, oh spaceman! Come rescue me from this! Calling all aliens! Come rescue me! Remember that night at my window When I waved at you? I must have been only five, or so, But I never forgot you. I wonder why you choose those others And you never come to call on me When I'm the one who's waiting for you I really need you-please pick me! Spaceman, oh spaceman! Come rescue me from this! Calling all aliens! Come rescue me!",
