,0,1
95,"A heart of stone, a smoking gun I can give you life, I can take it away A heart of stone, a smoking gun I'm working it out Why'd you feel so underrated? Why'd you feel so negated? Turning away from the light Becoming adult Turning into my soul I wanted to bite not destroy To feel her underneath Turning into the light She don't think straight She don't think straight She's got such a dirty mind and it never ever stops And you don't taste like her and you never ever will And we don't read the papers, we don't read the news And it's never enough, we will never be fooled Turning away from the light Becoming adult Turning into my soul I wanted to bite not destroy To feel her underneath Turning into the light And if you feel a little left behind We'll wait for you on the other side And if you feel a little left behind We'll wait for you on the other side 'Cause I'm on fire 'Cause you know I'm on fire when you come 'Cause you know I'm on fire 'Cause you know I'm on fire so stub me out 'Cause I'm on fire 'Cause I'm on fire 'Cause I'm on fire 'Cause I'm on fire",
96,"Let's have some fun, this beat is sick I wanna take a ride on your disco stick Let's have some fun, this beat is sick I wanna take a ride on your disco stick I wanna kiss you But if I do then I might miss you, babe It's complicated and stupid Got my ass squeezed by sexy cupid Guess he wants to play, wants to play A lovegame, a lovegame Hold me and love me Just wanna touch you for a minute Baby three seconds is enough for my heart to quit Let's have some fun, this beat is sick I wanna take a ride on your disco stick Don't think too much just thrust that dick I wanna take a ride on your disco stick Let's play a lovegame, play a lovegame Do you want love, or you want fame Are you in the game, Dans le lovegame Let's play a lovegame, play a lovegame Do you want love, or you want fame Are you in the game, Dans le lovegame I'm on a mission And it involves some heavy touching, yeah You've indicated your interest I'm educated in sex, yes Now I want it bad, want it bad A lovegame, a lovegame Hold me and love me Just wanna touch you for a minute Baby three seconds is enough for my heart to quit Let's have some fun, this beat is sick I wanna take a ride on your disco stick Don't think too much just thrust that dick I wanna take a ride on your disco stick Let's play a lovegame, play a lovegame Do you want love, or you want fame Are you in the game, Dans le lovegame Let's play a lovegame, play a lovegame Do you want love, or you want fame Are you in the game, Dans le lovegame I can see you staring there from across the block With a smile on your mouth and your hand on your (huh) The story of us, it always starts the same With a boy and a girl and a (huh) and a game And a game And a game, and a game A lovegame Let's play a lovegame, play a lovegame Do you want love, or you want fame Are you in the game, Dans le lovegame Let's play a lovegame, play a lovegame Do you want love, or you want fame Are you in the game, Dans le lovegame Let's play a lovegame, play a lovegame Do you want love, or you want fame Are you in the game, Dans le lovegame Let's play a lovegame, play a lovegame Do you want love, or you want fame Are you in the game, Dans le lovegame",
97,,
98,,
99,,
100,,
101,,
102,,
103,,
104,,
105,,
106,,
107,,
108,"It's colder than before The seasons took all they had come for Now winter dances here It seems so fitting don't you think? To dress the ground in white and grey It's so quiet I can hear My thoughts touching every second That I spent waiting for you Circumstances affords me No second chance to tell you How much I've missed you My beloved do you know When the warm wind comes again Another year will start to pass And please don't ask me why I'm here Something deeper brought me Than a need to remember We were once young and blessed with wings No heights could keep us from their reach No sacred place we did not soar Still, greater things burned within us I don't regret the choices that I've made I know you feel the same My beloved do you know How many times I stared at clouds Thinking that I saw you there These are feelings that do not pass so easily I can't forget what we claimed as ours Moments lost though time remains I am so proud of what we were No pain remains, no feeling Eternity awaits Grant me wings that I might fly My restless soul is longing No pain remains, no feeling Eternity awaits My beloved do you know When the warm wind comes again Another year will start to pass And please don't ask me why I'm here Something deeper brought me Than a need to remember My beloved do you know How many times I stared at clouds Thinking that I saw you there These are feelings that do not pass so easily I can't forget what we claimed as ours Moments lost though time remains I am so proud of what we were No pain remains, no feeling Eternity awaits Grant me wings that I might fly My restless soul is longing No pain remains, no feeling Eternity awaits Moments lost though time remains I am so proud of what we were No pain remains, no feeling Eternity awaits Grant me wings that I might fly My restless soul is longing No pain remains, no feeling Eternity awaits Moments lost though time remains I am so proud of what we were No pain remains, no feeling Eternity awaits Grant me wings that I might fly My restless soul is longing No pain remains, no feeling Eternity awaits",
